run_tag,scalar,lookback,delta_min,delta_max,model,split,n,task,rmse,corr,actual_std,pred_std,precision,recall,f1,positive_rate,average_precision,roc_auc
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,test,1164,regression,0.1211110649508374,0.2072829147728378,0.1215856547648024,0.0453087362117016,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,test,1164,q90_warning,,,,,0.2061068702290076,0.2076923076923077,0.2068965517241379,0.1125429553264604,0.1728826528944797,0.6655557208748698
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,test,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0618556701030927,0.0404705744095054,0.4955340626816764
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,train,5429,regression,0.0593294087936525,0.8027589851908232,0.0992511268483232,0.0755207256771478,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,train,5429,q90_warning,,,,,0.6298342541436464,0.6298342541436464,0.6298342541436464,0.1000184195984527,0.7285246777039416,0.9548433567097786
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,train,5429,q95_crisis,,,,,0.6066176470588235,0.6066176470588235,0.6066176470588235,0.0501013077914901,0.679512750363587,0.9725187922754908
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,val,1163,regression,0.0537055463100247,0.5291358287249668,0.0613204862386084,0.0437226591258918,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,val,1163,q90_warning,,,,,0.1481481481481481,0.125,0.135593220338983,0.0232158211521926,0.1040469621482055,0.8181366047745359
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0128976784178847,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,test,1164,regression,0.0985763378901854,0.5969842138727154,0.1215856547648024,0.0868036738768412,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,test,1164,q90_warning,,,,,0.4036144578313253,0.5153846153846153,0.4527027027027027,0.1426116838487972,0.4690164453272092,0.8353742002678173
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_plus_rydberg_temporal,test,1164,q95_crisis,,,,,0.2972972972972973,0.4313725490196078,0.352,0.063573883161512,0.3001036911284022,0.744446206155418
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,train,5429,regression,0.0606694091862891,0.7923623812887689,0.0992511268483232,0.0748100618186624,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,train,5429,q90_warning,,,,,0.5966850828729282,0.5966850828729282,0.5966850828729282,0.1000184195984527,0.6658422227276323,0.9140461452988168
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,train,5429,q95_crisis,,,,,0.5845588235294118,0.5845588235294118,0.5845588235294118,0.0501013077914901,0.6151569675791164,0.918254314523948
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,val,1163,regression,0.0530718443470894,0.5338039348070313,0.0613204862386084,0.0425804930499685,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,val,1163,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163370593293207,0.0788668665095815,0.7381741821396993
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0085984522785898,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,test,1164,regression,0.0975331973553034,0.605748731792924,0.1215856547648024,0.0859861598090113,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,test,1164,q90_warning,,,,,0.4550898203592814,0.5846153846153846,0.5117845117845118,0.1434707903780068,0.5338600959271201,0.8353444427912513
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_last_baseline,test,1164,q95_crisis,,,,,0.4057971014492754,0.5490196078431373,0.4666666666666667,0.0592783505154639,0.5688146066626221,0.7569191198491976
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,train,5429,regression,0.0903447444682096,0.4157461308611708,0.0992511268483232,0.0375157012776057,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,train,5429,q90_warning,,,,,0.4106813996316759,0.4106813996316759,0.4106813996316759,0.1000184195984527,0.3857178028717782,0.8538991021062924
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,train,5429,q95_crisis,,,,,0.3455882352941176,0.3455882352941176,0.3455882352941176,0.0501013077914901,0.3364268727206251,0.8936033546635641
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,val,1163,regression,0.0748083364141992,0.2555046753006479,0.0613204862386084,0.0394631623994658,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,val,1163,q90_warning,,,,,0.032,0.125,0.0509554140127388,0.1074806534823731,0.0412380564420578,0.6766965075154731
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0386930352536543,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,test,1164,regression,0.1216734884058552,0.1841262346493806,0.1215856547648024,0.041444687476649,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,test,1164,q90_warning,,,,,0.1167883211678832,0.123076923076923,0.1198501872659176,0.1176975945017182,0.1599060045455355,0.6900758815652432
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,rydberg_temporal_features,test,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0824742268041237,0.0434801299521066,0.5403519898525448
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,train,5429,regression,0.0591195076537462,0.8043245105567959,0.0992511268483232,0.0756855863406413,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,train,5429,q90_warning,,,,,0.6464088397790055,0.6464088397790055,0.6464088397790055,0.1000184195984527,0.7433574020244167,0.961510656598437
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,train,5429,q95_crisis,,,,,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.0501013077914901,0.6873814519230366,0.9765018136399412
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,val,1163,regression,0.0550347038206924,0.5080971983603351,0.0613204862386084,0.0452664489792151,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,val,1163,q90_warning,,,,,0.125,0.09375,0.1071428571428571,0.0206362854686156,0.1057938410944728,0.7849524756852344
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0146173688736027,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,test,1164,regression,0.0976607535774154,0.6043469128162089,0.1215856547648024,0.0858560625343136,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,test,1164,q90_warning,,,,,0.3636363636363636,0.4615384615384615,0.4067796610169492,0.1417525773195876,0.4813941125467574,0.848832019044785
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,raw_plus_rydberg_temporal,test,1164,q95_crisis,,,,,0.3870967741935484,0.4705882352941176,0.4247787610619469,0.0532646048109965,0.4876192592873535,0.8176805313320296
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,train,5429,regression,0.0606694091862891,0.7923623812887689,0.0992511268483232,0.0748100618186624,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,train,5429,q90_warning,,,,,0.5966850828729282,0.5966850828729282,0.5966850828729282,0.1000184195984527,0.6658422227276323,0.9140461452988168
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,train,5429,q95_crisis,,,,,0.5845588235294118,0.5845588235294118,0.5845588235294118,0.0501013077914901,0.6151569675791164,0.918254314523948
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,val,1163,regression,0.0530718443470894,0.5338039348070313,0.0613204862386084,0.0425804930499685,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,val,1163,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163370593293207,0.0788668665095815,0.7381741821396993
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0085984522785898,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,test,1164,regression,0.0975331973553034,0.605748731792924,0.1215856547648024,0.0859861598090113,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,test,1164,q90_warning,,,,,0.4550898203592814,0.5846153846153846,0.5117845117845118,0.1434707903780068,0.5338600959271201,0.8353444427912513
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_last_baseline,test,1164,q95_crisis,,,,,0.4057971014492754,0.5490196078431373,0.4666666666666667,0.0592783505154639,0.5688146066626221,0.7569191198491976
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,train,5429,regression,0.0901842408271568,0.4195723246418519,0.0992511268483232,0.0375745215477248,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,train,5429,q90_warning,,,,,0.4051565377532228,0.4051565377532228,0.4051565377532228,0.1000184195984527,0.3680096063649001,0.8417122171891126
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,train,5429,q95_crisis,,,,,0.3161764705882353,0.3161764705882353,0.3161764705882353,0.0501013077914901,0.2718364398268575,0.882930753744197
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,val,1163,regression,0.0740189862738682,0.2525931259656809,0.0613204862386084,0.0380294232244275,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,val,1163,q90_warning,,,,,0.0,0.0,0.0,0.0627687016337059,0.0330708567163368,0.5803768788682582
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0404127257093723,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,test,1164,regression,0.1217933254456872,0.1886999338183329,0.1215856547648024,0.0433198143944836,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,test,1164,q90_warning,,,,,0.1081081081081081,0.0923076923076923,0.0995850622406639,0.095360824742268,0.1309120380018793,0.5557506323463771
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,rydberg_temporal_features,test,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0515463917525773,0.0415643984795235,0.5176963867307929
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,train,5429,regression,0.0593771228130332,0.8023760766605601,0.0992511268483232,0.0755299962077811,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,train,5429,q90_warning,,,,,0.6095764272559853,0.6095764272559853,0.6095764272559853,0.1000184195984527,0.7194364422947898,0.954859941095278
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,train,5429,q95_crisis,,,,,0.5735294117647058,0.5735294117647058,0.5735294117647058,0.0501013077914901,0.6522001142097404,0.9714501420114294
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,val,1163,regression,0.0535957013203719,0.5310362500086662,0.0613204862386084,0.0446822464634261,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,val,1163,q90_warning,,,,,0.0769230769230769,0.0625,0.0689655172413793,0.0223559759243336,0.0975436973285314,0.7321231211317417
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0103181427343078,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,test,1164,regression,0.098693356651174,0.5952581368705174,0.1215856547648024,0.0861992471402975,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,test,1164,q90_warning,,,,,0.3945578231292517,0.4461538461538462,0.4187725631768953,0.1262886597938144,0.4572427347340816,0.7856420175569113
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,raw_plus_rydberg_temporal,test,1164,q95_crisis,,,,,0.3392857142857143,0.3725490196078431,0.3551401869158878,0.0481099656357388,0.3958478424349024,0.7125240033120166
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,train,5415,regression,0.0607443483737426,0.7919806483841093,0.0992926147333993,0.0747958597297617,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,train,5415,q90_warning,,,,,0.5959409594095941,0.5959409594095941,0.5959409594095941,0.1000923361034164,0.6658935124453147,0.9137498362465668
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,train,5415,q95_crisis,,,,,0.5830258302583026,0.5830258302583026,0.5830258302583026,0.0500461680517082,0.6138145227517444,0.9176355643805272
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,val,1160,regression,0.053271557555027,0.5338278237660281,0.0615929410808625,0.0426419097281534,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,val,1160,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163793103448275,0.0787823526373022,0.7379488031914894
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0086206896551724,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,test,1161,regression,0.0975784682510448,0.606232921773272,0.1217158402277649,0.0860405325049767,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,test,1161,q90_warning,,,,,0.4491017964071856,0.5813953488372093,0.5067567567567568,0.1438415159345392,0.5276358945367126,0.83331079862989
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_last_baseline,test,1161,q95_crisis,,,,,0.4117647058823529,0.5490196078431373,0.4705882352941176,0.0585701981050818,0.5687757512830329,0.7575693340399224
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,train,5415,regression,0.0854406778240492,0.5110543126850126,0.0992926147333993,0.0467399959497971,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,train,5415,q90_warning,,,,,0.544280442804428,0.544280442804428,0.544280442804428,0.1000923361034164,0.5434154188782615,0.915603752282136
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,train,5415,q95_crisis,,,,,0.5461254612546126,0.5461254612546126,0.5461254612546126,0.0500461680517082,0.5798443544958356,0.9593418047321998
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,val,1160,regression,0.0799562504017185,0.182574930622194,0.0615929410808625,0.0457066688054663,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,val,1160,q90_warning,,,,,0.019047619047619,0.0625,0.0291970802919708,0.0905172413793103,0.0436524053988892,0.6917109929078014
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0620689655172413,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,test,1161,regression,0.1241301554248537,0.1789352272933484,0.1217158402277649,0.0529082344305667,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,test,1161,q90_warning,,,,,0.2074074074074074,0.2170542635658914,0.2121212121212121,0.1162790697674418,0.1823471229352291,0.635741541974641
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,rydberg_temporal_features,test,1161,q95_crisis,,,,,0.0760869565217391,0.1372549019607843,0.0979020979020979,0.0792420327304048,0.0708645505595707,0.5798268857092387
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,train,5415,regression,0.0584330455852602,0.8097181222177741,0.0992926147333993,0.0759943242632892,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,train,5415,q90_warning,,,,,0.6808118081180812,0.6808118081180812,0.6808118081180812,0.1000923361034164,0.761542339138777,0.9637731971409598
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,train,5415,q95_crisis,,,,,0.6863468634686347,0.6863468634686347,0.6863468634686347,0.0500461680517082,0.7766228442042712,0.9831566744905398
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,val,1160,regression,0.0549470072327511,0.5158950297415967,0.0615929410808625,0.045489298924073,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,val,1160,q90_warning,,,,,0.05,0.0625,0.0555555555555555,0.0344827586206896,0.075035213608654,0.8046875
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0094827586206896,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,test,1161,regression,0.0968241374429085,0.6113859251578969,0.1217158402277649,0.0840485124108867,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,test,1161,q90_warning,,,,,0.4416666666666666,0.4108527131782946,0.4257028112449799,0.1033591731266149,0.4835808313576874,0.8215251487290426
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,raw_plus_rydberg_temporal,test,1161,q95_crisis,,,,,0.6046511627906976,0.5098039215686274,0.5531914893617021,0.037037037037037,0.6118512429601065,0.9066419360537008
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,train,5415,regression,0.0607443483737426,0.7919806483841093,0.0992926147333993,0.0747958597297617,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,train,5415,q90_warning,,,,,0.5959409594095941,0.5959409594095941,0.5959409594095941,0.1000923361034164,0.6658935124453147,0.9137498362465668
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,train,5415,q95_crisis,,,,,0.5830258302583026,0.5830258302583026,0.5830258302583026,0.0500461680517082,0.6138145227517444,0.9176355643805272
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,val,1160,regression,0.053271557555027,0.5338278237660281,0.0615929410808625,0.0426419097281534,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,val,1160,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163793103448275,0.0787823526373022,0.7379488031914894
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0086206896551724,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,test,1161,regression,0.0975784682510448,0.606232921773272,0.1217158402277649,0.0860405325049767,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,test,1161,q90_warning,,,,,0.4491017964071856,0.5813953488372093,0.5067567567567568,0.1438415159345392,0.5276358945367126,0.83331079862989
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_last_baseline,test,1161,q95_crisis,,,,,0.4117647058823529,0.5490196078431373,0.4705882352941176,0.0585701981050818,0.5687757512830329,0.7575693340399224
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,train,5415,regression,0.0856417164676286,0.5085100291685228,0.0992926147333993,0.0455062461188507,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,train,5415,q90_warning,,,,,0.5239852398523985,0.5239852398523985,0.5239852398523985,0.1000923361034164,0.55019731772943,0.9258526347832736
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,train,5415,q95_crisis,,,,,0.5239852398523985,0.5239852398523985,0.5239852398523985,0.0500461680517082,0.56459833346912,0.9566115791406749
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,val,1160,regression,0.0813135700125344,0.1546418529146414,0.0615929410808625,0.0480036288664052,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,val,1160,q90_warning,,,,,0.0,0.0,0.0,0.0939655172413793,0.0303348545081348,0.5647440159574468
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0853448275862069,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,test,1161,regression,0.1265390339238656,0.1441403575570257,0.1217158402277649,0.0539257737922025,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,test,1161,q90_warning,,,,,0.2767857142857143,0.2403100775193798,0.2572614107883817,0.0964685615848406,0.1849117310636414,0.6404963644011779
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,rydberg_temporal_features,test,1161,q95_crisis,,,,,0.0,0.0,0.0,0.0628768303186907,0.0542036600728315,0.6236707295530826
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,train,5415,regression,0.0590719147784779,0.8048913726735748,0.0992926147333993,0.0757200967108208,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,train,5415,q90_warning,,,,,0.7011070110701108,0.7011070110701108,0.7011070110701108,0.1000923361034164,0.7875794688794704,0.9717230950269692
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,train,5415,q95_crisis,,,,,0.7158671586715867,0.7158671586715867,0.7158671586715867,0.0500461680517082,0.798376777785151,0.985525356808778
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,val,1160,regression,0.056148316704836,0.4915166829800383,0.0615929410808625,0.0451239163232958,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,val,1160,q90_warning,,,,,0.2272727272727272,0.15625,0.1851851851851851,0.0189655172413793,0.1285262875432548,0.707529920212766
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0077586206896551,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,test,1161,regression,0.0987011321996956,0.5947890618115678,0.1217158402277649,0.0849990713235289,,,,,,
